"disease","district","region","epiweek","cas","dec"
"Choléra","Kelo","Tandjile","2017-33","13",""
"Choléra","Bere","Tandjile","2017-33","3",""
"Choléra","Daffra","Tandjile","2017-33","10","2"
"Choléra","Biltine","Wadi Fira","2017-33","","1"
"Choléra","Guereda","Wadi Fira","2017-33","",""
"Choléra","Iriba","Wadi Fira","2017-33","10",""
"Choléra","Matadjana","Wadi Fira","2017-33","2","1"
"Malnutrition Sévère","Ati","Batha","2017-33","",""
"Malnutrition Sévère","Oum Hadjer","Batha","2017-33","",""
"Malnutrition Sévère","Alifat","Batha","2017-33","13","1"
"Malnutrition Sévère","Assinet","Batha","2017-33","25","1"
"Malnutrition Sévère","Yao","Batha","2017-33","",""
"Malnutrition Sévère","Amdjarasse","Ennedi Est","2017-33","","1"
"Malnutrition Sévère","Bahaï","Ennedi Est","2017-33","",""
"Malnutrition Sévère","Kawra","Ennedi Est","2017-33","",""
"Malnutrition Sévère","Fada","Ennedi Ouest","2017-33","5",""
"Malnutrition Sévère","Kalaït","Ennedi Ouest","2017-33","",""
"Malnutrition Sévère","Massenya","Chari-Baguirmi","2017-33","3",""
"Malnutrition Sévère","Dourbali","Chari-Baguirmi","2017-33","",""
"Malnutrition Sévère","Mandalia","Chari-Baguirmi","2017-33","3",""
"Malnutrition Sévère","Bousso","Chari-Baguirmi","2017-33","","1"
"Malnutrition Sévère","Ba Illi","Chari-Baguirmi","2017-33","10",""
"Malnutrition Sévère","Kouno","Chari-Baguirmi","2017-33","3","1"
"Malnutrition Sévère","Mongo","Guera","2017-33","",""
"Malnutrition Sévère","Bitkine","Guera","2017-33","5",""
"Malnutrition Sévère","Melfi","Guera","2017-33","1",""
"Malnutrition Sévère","Mangalme","Guera","2017-33","7",""
"Malnutrition Sévère","Massakory","Hadjer Lamis","2017-33","13",""
"Malnutrition Sévère","Bokoro","Hadjer Lamis","2017-33","1",""
"Malnutrition Sévère","Massaguet","Hadjer Lamis","2017-33","",""
"Malnutrition Sévère","Mani","Hadjer Lamis","2017-33","21","1"
"Malnutrition Sévère","Mao","Kanem","2017-33","15",""
"Malnutrition Sévère","Nokou","Kanem","2017-33","","2"
"Malnutrition Sévère","Rig Rig","Kanem","2017-33","12","1"
"Malnutrition Sévère","Mondo","Kanem","2017-33","","1"
"Malnutrition Sévère","Moussoro","Barh-Elgazal","2017-33","","1"
"Malnutrition Sévère","Chaddra","Barh-Elgazal","2017-33","6",""
"Malnutrition Sévère","Salal","Barh-Elgazal","2017-33","5","1"
"Malnutrition Sévère","Michemire","Barh-Elgazal","2017-33","",""
"Malnutrition Sévère","Bol","Lac","2017-33","1",""
"Malnutrition Sévère","Bagassoula","Lac","2017-33","13","1"
"Malnutrition Sévère","Ngouri","Lac","2017-33","",""
"Malnutrition Sévère","Kouloudia","Lac","2017-33","4",""
"Malnutrition Sévère","Liwa","Lac","2017-33","16",""
"Malnutrition Sévère","Isseirom","Lac","2017-33","15",""
"Malnutrition Sévère","Moundou","Logone Occidental","2017-33","6",""
"Malnutrition Sévère","Laokassy","Logone Occidental","2017-33","7","1"
"Malnutrition Sévère","Benoye","Logone Occidental","2017-33","1",""
"Malnutrition Sévère","Doba","Logone Oriental","2017-33","6","1"
"Malnutrition Sévère","Bodo","Logone Oriental","2017-33","","2"
"Malnutrition Sévère","Bebeto","Logone Oriental","2017-33","1",""
"Malnutrition Sévère","Bébédja","Logone Oriental","2017-33","17",""
"Malnutrition Sévère","Gore","Logone Oriental","2017-33","4",""
"Malnutrition Sévère","Béssao","Logone Oriental","2017-33","1",""
"Malnutrition Sévère","Larmanaye","Logone Oriental","2017-33","","1"
"Malnutrition Sévère","Koumra","Mandoul","2017-33","",""
"Malnutrition Sévère","Goundi","Mandoul","2017-33","7","2"
"Malnutrition Sévère","Moissala","Mandoul","2017-33","2",""
"Malnutrition Sévère","Bedjondo","Mandoul","2017-33","3",""
"Malnutrition Sévère","Bouna","Mandoul","2017-33","20",""
"Malnutrition Sévère","Bongor","Mayo-Kebbi-Est","2017-33","",""
"Malnutrition Sévère","Gounou Gaya","Mayo-Kebbi-Est","2017-33","","1"
"Malnutrition Sévère","Guelendeng","Mayo-Kebbi-Est","2017-33","20",""
"Malnutrition Sévère","Fianga","Mayo-Kebbi-Est","2017-33","19",""
"Malnutrition Sévère","Pont Carol","Mayo-Kebbi-Est","2017-33","",""
"Malnutrition Sévère","Moulkou","Mayo-Kebbi-Est","2017-33","5",""
"Malnutrition Sévère","Youe","Mayo-Kebbi-Est","2017-33","",""
"Malnutrition Sévère","Pala","Mayo-Kebbi-Ouest","2017-33","",""
"Malnutrition Sévère","Lere","Mayo-Kebbi-Ouest","2017-33","","2"
"Malnutrition Sévère","Gagal","Mayo-Kebbi-Ouest","2017-33","2","2"
"Malnutrition Sévère","Torrock","Mayo-Kebbi-Ouest","2017-33","7",""
"Malnutrition Sévère","Lagon","Mayo-Kebbi-Ouest","2017-33","",""
"Malnutrition Sévère","Binder","Mayo-Kebbi-Ouest","2017-33","13","1"
"Malnutrition Sévère","Lame","Mayo-Kebbi-Ouest","2017-33","2",""
"Malnutrition Sévère","Sarh","Moyen-Chari","2017-33","1",""
"Malnutrition Sévère","Danamadji","Moyen-Chari","2017-33","3",""
"Malnutrition Sévère","Kyabe","Moyen-Chari","2017-33","","2"
"Malnutrition Sévère","Biobé Singako","Moyen-Chari","2017-33","","1"
"Malnutrition Sévère","Ndjamena-Nord","Ndjamena","2017-33","",""
"Malnutrition Sévère","Ndjamena-Centre","Ndjamena","2017-33","6","1"
"Malnutrition Sévère","Ndjamena-Sud","Ndjamena","2017-33","3",""
"Malnutrition Sévère","Ndjamena-Est","Ndjamena","2017-33","",""
"Malnutrition Sévère","Faya","Borkou","2017-33","",""
"Malnutrition Sévère","Kirdimi","Borkou","2017-33","8",""
"Malnutrition Sévère","Abeche","Ouaddai","2017-33","",""
"Malnutrition Sévère","Abdi","Ouaddai","2017-33","",""
"Malnutrition Sévère","Adre","Ouaddai","2017-33","","1"
"Malnutrition Sévère","Abougoudam","Ouaddai","2017-33","",""
"Malnutrition Sévère","Gozbeida","Sila","2017-33","1","2"
"Malnutrition Sévère","Amdam","Sila","2017-33","7",""
"Malnutrition Sévère","Tissi","Sila","2017-33","",""
"Malnutrition Sévère","Koukou Angarana","Sila","2017-33","12",""
"Malnutrition Sévère","Amtiman","Salamat","2017-33","1","1"
"Malnutrition Sévère","Aboudeia","Salamat","2017-33","6",""
"Malnutrition Sévère","Haraze Mangueigne","Salamat","2017-33","21",""
"Malnutrition Sévère","Lai","Tandjile","2017-33","34",""
"Malnutrition Sévère","Dono Manga","Tandjile","2017-33","1",""
"Malnutrition Sévère","Kelo","Tandjile","2017-33","",""
"Malnutrition Sévère","Bere","Tandjile","2017-33","35",""
"Malnutrition Sévère","Daffra","Tandjile","2017-33","","2"
"Malnutrition Sévère","Biltine","Wadi Fira","2017-33","12",""
"Malnutrition Sévère","Guereda","Wadi Fira","2017-33","",""
"Malnutrition Sévère","Iriba","Wadi Fira","2017-33","1",""
"Malnutrition Sévère","Matadjana","Wadi Fira","2017-33","2",""
"Malnutrition Modérée","Ati","Batha","2017-33","3",""
"Malnutrition Modérée","Oum Hadjer","Batha","2017-33","1",""
"Malnutrition Modérée","Alifat","Batha","2017-33","",""
"Malnutrition Modérée","Assinet","Batha","2017-33","27",""
"Malnutrition Modérée","Yao","Batha","2017-33","",""
"Malnutrition Modérée","Amdjarasse","Ennedi Est","2017-33","",""
"Malnutrition Modérée","Bahaï","Ennedi Est","2017-33","","1"
"Malnutrition Modérée","Kawra","Ennedi Est","2017-33","16","1"
"Malnutrition Modérée","Fada","Ennedi Ouest","2017-33","1",""
"Malnutrition Modérée","Kalaït","Ennedi Ouest","2017-33","",""
"Malnutrition Modérée","Massenya","Chari-Baguirmi","2017-33","1","1"
"Malnutrition Modérée","Dourbali","Chari-Baguirmi","2017-33","5",""
"Malnutrition Modérée","Mandalia","Chari-Baguirmi","2017-33","26","2"
"Malnutrition Modérée","Bousso","Chari-Baguirmi","2017-33","3",""
"Malnutrition Modérée","Ba Illi","Chari-Baguirmi","2017-33","5","2"
"Malnutrition Modérée","Kouno","Chari-Baguirmi","2017-33","",""
"Malnutrition Modérée","Mongo","Guera","2017-33","10",""
"Malnutrition Modérée","Bitkine","Guera","2017-33","",""
"Malnutrition Modérée","Melfi","Guera","2017-33","5",""
"Malnutrition Modérée","Mangalme","Guera","2017-33","",""
"Malnutrition Modérée","Massakory","Hadjer Lamis","2017-33","","1"
"Malnutrition Modérée","Bokoro","Hadjer Lamis","2017-33","21",""
"Malnutrition Modérée","Massaguet","Hadjer Lamis","2017-33","13",""
"Malnutrition Modérée","Mani","Hadjer Lamis","2017-33","4",""
"Malnutrition Modérée","Mao","Kanem","2017-33","","1"
"Malnutrition Modérée","Nokou","Kanem","2017-33","10",""
"Malnutrition Modérée","Rig Rig","Kanem","2017-33","","2"
"Malnutrition Modérée","Mondo","Kanem","2017-33","2",""
"Malnutrition Modérée","Moussoro","Barh-Elgazal","2017-33","",""
"Malnutrition Modérée","Chaddra","Barh-Elgazal","2017-33","4",""
"Malnutrition Modérée","Salal","Barh-Elgazal","2017-33","4",""
"Malnutrition Modérée","Michemire","Barh-Elgazal","2017-33","2",""
"Malnutrition Modérée","Bol","Lac","2017-33","3",""
"Malnutrition Modérée","Bagassoula","Lac","2017-33","",""
"Malnutrition Modérée","Ngouri","Lac","2017-33","6",""
"Malnutrition Modérée","Kouloudia","Lac","2017-33","","2"
"Malnutrition Modérée","Liwa","Lac","2017-33","","1"
"Malnutrition Modérée","Isseirom","Lac","2017-33","",""
"Malnutrition Modérée","Moundou","Logone Occidental","2017-33","1","1"
"Malnutrition Modérée","Laokassy","Logone Occidental","2017-33","1",""
"Malnutrition Modérée","Benoye","Logone Occidental","2017-33","",""
"Malnutrition Modérée","Doba","Logone Oriental","2017-33","","1"
"Malnutrition Modérée","Bodo","Logone Oriental","2017-33","",""
"Malnutrition Modérée","Bebeto","Logone Oriental","2017-33","1",""
"Malnutrition Modérée","Bébédja","Logone Oriental","2017-33","10",""
"Malnutrition Modérée","Gore","Logone Oriental","2017-33","8",""
"Malnutrition Modérée","Béssao","Logone Oriental","2017-33","2","2"
"Malnutrition Modérée","Larmanaye","Logone Oriental","2017-33","",""
"Malnutrition Modérée","Koumra","Mandoul","2017-33","9","1"
"Malnutrition Modérée","Goundi","Mandoul","2017-33","",""
"Malnutrition Modérée","Moissala","Mandoul","2017-33","2",""
"Malnutrition Modérée","Bedjondo","Mandoul","2017-33","11",""
"Malnutrition Modérée","Bouna","Mandoul","2017-33","8","1"
"Malnutrition Modérée","Bongor","Mayo-Kebbi-Est","2017-33","",""
"Malnutrition Modérée","Gounou Gaya","Mayo-Kebbi-Est","2017-33","10",""
"Malnutrition Modérée","Guelendeng","Mayo-Kebbi-Est","2017-33","1",""
"Malnutrition Modérée","Fianga","Mayo-Kebbi-Est","2017-33","24",""
"Malnutrition Modérée","Pont Carol","Mayo-Kebbi-Est","2017-33","",""
"Malnutrition Modérée","Moulkou","Mayo-Kebbi-Est","2017-33","1",""
"Malnutrition Modérée","Youe","Mayo-Kebbi-Est","2017-33","","1"
"Malnutrition Modérée","Pala","Mayo-Kebbi-Ouest","2017-33","17","1"
"Malnutrition Modérée","Lere","Mayo-Kebbi-Ouest","2017-33","",""
"Malnutrition Modérée","Gagal","Mayo-Kebbi-Ouest","2017-33","1","2"
"Malnutrition Modérée","Torrock","Mayo-Kebbi-Ouest","2017-33","2",""
"Malnutrition Modérée","Lagon","Mayo-Kebbi-Ouest","2017-33","",""
"Malnutrition Modérée","Binder","Mayo-Kebbi-Ouest","2017-33","6",""
"Malnutrition Modérée","Lame","Mayo-Kebbi-Ouest","2017-33","","1"
"Malnutrition Modérée","Sarh","Moyen-Chari","2017-33","4","1"
"Malnutrition Modérée","Danamadji","Moyen-Chari","2017-33","3",""
"Malnutrition Modérée","Kyabe","Moyen-Chari","2017-33","3",""
"Malnutrition Modérée","Biobé Singako","Moyen-Chari","2017-33","","1"
"Malnutrition Modérée","Ndjamena-Nord","Ndjamena","2017-33","6",""
"Malnutrition Modérée","Ndjamena-Centre","Ndjamena","2017-33","5","1"
"Malnutrition Modérée","Ndjamena-Sud","Ndjamena","2017-33","",""
"Malnutrition Modérée","Ndjamena-Est","Ndjamena","2017-33","","1"
"Malnutrition Modérée","Faya","Borkou","2017-33","",""
"Malnutrition Modérée","Kirdimi","Borkou","2017-33","29",""
"Malnutrition Modérée","Abeche","Ouaddai","2017-33","26",""
"Malnutrition Modérée","Abdi","Ouaddai","2017-33","",""
"Malnutrition Modérée","Adre","Ouaddai","2017-33","4",""
"Malnutrition Modérée","Abougoudam","Ouaddai","2017-33","","1"
"Malnutrition Modérée","Gozbeida","Sila","2017-33","32","2"
"Malnutrition Modérée","Amdam","Sila","2017-33","",""
"Malnutrition Modérée","Tissi","Sila","2017-33","5",""
"Malnutrition Modérée","Koukou Angarana","Sila","2017-33","1",""
"Malnutrition Modérée","Amtiman","Salamat","2017-33","21",""
"Malnutrition Modérée","Aboudeia","Salamat","2017-33","12","1"
"Malnutrition Modérée","Haraze Mangueigne","Salamat","2017-33","2",""
"Malnutrition Modérée","Lai","Tandjile","2017-33","",""
"Malnutrition Modérée","Dono Manga","Tandjile","2017-33","24","2"
"Malnutrition Modérée","Kelo","Tandjile","2017-33","4","1"
"Malnutrition Modérée","Bere","Tandjile","2017-33","",""
"Malnutrition Modérée","Daffra","Tandjile","2017-33","1",""
"Malnutrition Modérée","Biltine","Wadi Fira","2017-33","19",""
"Malnutrition Modérée","Guereda","Wadi Fira","2017-33","1","1"
"Malnutrition Modérée","Iriba","Wadi Fira","2017-33","","1"
"Malnutrition Modérée","Matadjana","Wadi Fira","2017-33","",""
"Piqure de Scorpion","Ati","Batha","2017-34","11",""
"Piqure de Scorpion","Oum Hadjer","Batha","2017-34","5",""
"Piqure de Scorpion","Alifat","Batha","2017-34","",""
"Piqure de Scorpion","Assinet","Batha","2017-34","7",""
"Piqure de Scorpion","Yao","Batha","2017-34","",""
"Piqure de Scorpion","Amdjarasse","Ennedi Est","2017-34","11",""
"Piqure de Scorpion","Bahaï","Ennedi Est","2017-34","","2"
"Piqure de Scorpion","Kawra","Ennedi Est","2017-34","","1"
"Piqure de Scorpion","Fada","Ennedi Ouest","2017-34","3","2"
"Piqure de Scorpion","Kalaït","Ennedi Ouest","2017-34","",""
"Piqure de Scorpion","Massenya","Chari-Baguirmi","2017-34","5","2"
"Piqure de Scorpion","Dourbali","Chari-Baguirmi","2017-34","1",""
"Piqure de Scorpion","Mandalia","Chari-Baguirmi","2017-34","1",""
"Piqure de Scorpion","Bousso","Chari-Baguirmi","2017-34","",""
"Piqure de Scorpion","Ba Illi","Chari-Baguirmi","2017-34","35",""
"Piqure de Scorpion","Kouno","Chari-Baguirmi","2017-34","1",""
"Piqure de Scorpion","Mongo","Guera","2017-34","18",""
"Piqure de Scorpion","Bitkine","Guera","2017-34","3",""
"Piqure de Scorpion","Melfi","Guera","2017-34","","1"
"Piqure de Scorpion","Mangalme","Guera","2017-34","",""
"Piqure de Scorpion","Massakory","Hadjer Lamis","2017-34","","1"
"Piqure de Scorpion","Bokoro","Hadjer Lamis","2017-34","",""
"Piqure de Scorpion","Massaguet","Hadjer Lamis","2017-34","",""
"Piqure de Scorpion","Mani","Hadjer Lamis","2017-34","1",""
"Piqure de Scorpion","Bardai","Tibesti","2017-34","18","1"
"Piqure de Scorpion","Zouar","Tibesti","2017-34","1",""
"Piqure de Scorpion","Mao","Kanem","2017-34","12","2"
"Piqure de Scorpion","Nokou","Kanem","2017-34","6","1"
"Piqure de Scorpion","Rig Rig","Kanem","2017-34","4","2"
"Piqure de Scorpion","Mondo","Kanem","2017-34","",""
"Piqure de Scorpion","Moussoro","Barh-Elgazal","2017-34","3",""
"Piqure de Scorpion","Chaddra","Barh-Elgazal","2017-34","1","1"
"Piqure de Scorpion","Salal","Barh-Elgazal","2017-34","","1"
"Piqure de Scorpion","Michemire","Barh-Elgazal","2017-34","2",""
"Piqure de Scorpion","Bol","Lac","2017-34","5",""
"Piqure de Scorpion","Bagassoula","Lac","2017-34","","1"
"Piqure de Scorpion","Ngouri","Lac","2017-34","16","2"
"Piqure de Scorpion","Kouloudia","Lac","2017-34","",""
"Piqure de Scorpion","Liwa","Lac","2017-34","1",""
"Piqure de Scorpion","Isseirom","Lac","2017-34","2",""
"Piqure de Scorpion","Moundou","Logone Occidental","2017-34","15","2"
"Piqure de Scorpion","Laokassy","Logone Occidental","2017-34","1",""
"Piqure de Scorpion","Benoye","Logone Occidental","2017-34","4",""
"Piqure de Scorpion","Doba","Logone Oriental","2017-34","27",""
"Piqure de Scorpion","Bodo","Logone Oriental","2017-34","","1"
"Piqure de Scorpion","Bebeto","Logone Oriental","2017-34","17","1"
"Piqure de Scorpion","Bébédja","Logone Oriental","2017-34","7",""
"Piqure de Scorpion","Gore","Logone Oriental","2017-34","","1"
"Piqure de Scorpion","Béssao","Logone Oriental","2017-34","",""
"Piqure de Scorpion","Larmanaye","Logone Oriental","2017-34","4",""
"Piqure de Scorpion","Koumra","Mandoul","2017-34","","2"
"Piqure de Scorpion","Goundi","Mandoul","2017-34","4",""
"Piqure de Scorpion","Moissala","Mandoul","2017-34","","1"
"Piqure de Scorpion","Bedjondo","Mandoul","2017-34","2",""
"Piqure de Scorpion","Bouna","Mandoul","2017-34","","1"
"Piqure de Scorpion","Bongor","Mayo-Kebbi-Est","2017-34","4",""
"Piqure de Scorpion","Gounou Gaya","Mayo-Kebbi-Est","2017-34","",""
"Piqure de Scorpion","Guelendeng","Mayo-Kebbi-Est","2017-34","",""
"Piqure de Scorpion","Fianga","Mayo-Kebbi-Est","2017-34","1",""
"Piqure de Scorpion","Pont Carol","Mayo-Kebbi-Est","2017-34","21","1"
"Piqure de Scorpion","Moulkou","Mayo-Kebbi-Est","2017-34","1","2"
"Piqure de Scorpion","Youe","Mayo-Kebbi-Est","2017-34","23",""
"Piqure de Scorpion","Pala","Mayo-Kebbi-Ouest","2017-34","",""
"Piqure de Scorpion","Lere","Mayo-Kebbi-Ouest","2017-34","1",""
"Piqure de Scorpion","Gagal","Mayo-Kebbi-Ouest","2017-34","1",""
"Piqure de Scorpion","Torrock","Mayo-Kebbi-Ouest","2017-34","1","1"
"Piqure de Scorpion","Lagon","Mayo-Kebbi-Ouest","2017-34","",""
"Piqure de Scorpion","Binder","Mayo-Kebbi-Ouest","2017-34","7",""
"Piqure de Scorpion","Lame","Mayo-Kebbi-Ouest","2017-34","4","1"
"Piqure de Scorpion","Sarh","Moyen-Chari","2017-34","2","1"
"Piqure de Scorpion","Danamadji","Moyen-Chari","2017-34","14",""
"Piqure de Scorpion","Kyabe","Moyen-Chari","2017-34","3",""
"Piqure de Scorpion","Biobé Singako","Moyen-Chari","2017-34","1",""
"Piqure de Scorpion","Ndjamena-Nord","Ndjamena","2017-34","","1"
"Piqure de Scorpion","Ndjamena-Centre","Ndjamena","2017-34","",""
"Piqure de Scorpion","Ndjamena-Sud","Ndjamena","2017-34","",""
"Piqure de Scorpion","Ndjamena-Est","Ndjamena","2017-34","20",""
"Piqure de Scorpion","Faya","Borkou","2017-34","2","1"
"Piqure de Scorpion","Kirdimi","Borkou","2017-34","1",""
"Piqure de Scorpion","Abeche","Ouaddai","2017-34","4",""
"Piqure de Scorpion","Abdi","Ouaddai","2017-34","25","1"
"Piqure de Scorpion","Adre","Ouaddai","2017-34","4",""
"Piqure de Scorpion","Abougoudam","Ouaddai","2017-34","",""
"Piqure de Scorpion","Gozbeida","Sila","2017-34","2",""
"Piqure de Scorpion","Amdam","Sila","2017-34","",""
"Piqure de Scorpion","Tissi","Sila","2017-34","",""
"Piqure de Scorpion","Koukou Angarana","Sila","2017-34","",""
"Piqure de Scorpion","Amtiman","Salamat","2017-34","1",""
"Piqure de Scorpion","Aboudeia","Salamat","2017-34","",""
"Piqure de Scorpion","Haraze Mangueigne","Salamat","2017-34","",""
"Piqure de Scorpion","Lai","Tandjile","2017-34","17",""
"Piqure de Scorpion","Dono Manga","Tandjile","2017-34","",""
"Piqure de Scorpion","Kelo","Tandjile","2017-34","",""
"Piqure de Scorpion","Bere","Tandjile","2017-34","31",""
"Piqure de Scorpion","Daffra","Tandjile","2017-34","13",""
"Piqure de Scorpion","Biltine","Wadi Fira","2017-34","","1"
"Piqure de Scorpion","Guereda","Wadi Fira","2017-34","",""
"Piqure de Scorpion","Iriba","Wadi Fira","2017-34","14",""
"Piqure de Scorpion","Matadjana","Wadi Fira","2017-34","3","2"
"Suspicion de Paludisme","Ati","Batha","2017-34","",""
"Suspicion de Paludisme","Oum Hadjer","Batha","2017-34","1",""
"Suspicion de Paludisme","Alifat","Batha","2017-34","",""
"Suspicion de Paludisme","Assinet","Batha","2017-34","8",""
